"","ëŒè€ÉäÉXÉN","(Intercept)","age","sbp","got","fbg","sbp2","hdl2","got2","gpt2","hb2","bmi","dbp","tg","hdl","ldl","gpt","ggtp","hb","bmi2","dbp2","tg2","ldl2","ggtp2","fbg2","AUC","Sensitivity","Specificity","Score"
"stepwise.model5","sbpr",-18.7394476947793,NA,0.0605185663774229,NA,-0.0149658116719482,0.050741081702124,0.00646037757252794,-0.0342281272106556,0.0159087013376121,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0489206300097077,0.0521219383295734,NA,NA,NA,NA,0.880010210178125,0.782267330524703,0.811482687185558,-1.10473804765127
"LASSO.model5","sbpr",-17.4351852514961,0,0.05243704231671,0,-0.00563616188489519,0.0487745163064208,0,0,0.00127998260916937,0,0.0119742155707961,0.00521662563169151,0,0,0,0,0,0,0.0155054292014665,0.0439327172555839,0,0,0,-0.0017782034210098,0.882591034425583,0.802949061662198,0.799526487126369,-1.14502047331632
"full.model6","dbpr",-24.704369791061,0.0124576383469061,0.0252031430509639,-0.00238125941082016,-0.0115698553961205,0.0128257048767571,0.00260318485984139,-0.00166717243168532,0.00373396784659333,0.134674406439977,0.0314183002563603,0.0651776753431777,-0.00170500247863015,-0.00346665125283933,-0.000889100684047474,0.0010337336228131,-0.00152966354641148,0.0897311641172602,0.000310168054382992,0.120537267465808,0.000491072165054206,-0.00314820821227494,0.00114787968597208,0.0078684412457215,0.90367557760303,0.857069803119407,0.79363945951884,-1.73679204273031
"stepwise.model6","dbpr",-24.1064129494987,NA,0.0236104673043409,NA,NA,0.0144027910743861,NA,NA,NA,0.208037616711424,NA,0.0636679324281223,NA,NA,NA,NA,NA,NA,NA,0.121476324746532,NA,NA,NA,NA,0.904490360089068,0.840961390948606,0.813797649126662,-1.58231311630484
"LASSO.model6","dbpr",-20.0935153668991,0,0.0197616863452255,0,0,0.0115278760052746,0,0,0.000173996644685834,0.105969929763481,0.000151420389307905,0.0557687835380062,0,0,0,0,0,0,0,0.10963793186166,0,0,0,0,0.905010522913283,0.835847609307083,0.821542348676261,-1.46123649127012
"full.model7","tgr",-6.09925468358639,0.0082384725599635,-0.0134980042921412,-0.0319387949736804,-0.00896787085783857,0.0185716856591526,-0.00580983565982667,-0.000250269802974524,-0.00559753531717885,0.03501968779196,-0.091625600883335,0.0204706139529756,0.0138164059126378,-0.0122698653175929,0.00567086983874878,0.016036927219628,-0.000119796066269172,-0.0756585779057782,0.134432834368317,-0.0130212822789486,0.0124908280730726,0.00210415500607474,0.00399136426959203,0.00648777241666004,0.872530677940489,0.795595808914935,0.780359092563387,-1.19780440223107
"stepwise.model7","tgr",-6.5301514426639,NA,-0.0137014287292594,-0.0292766187797681,NA,0.013461997608484,NA,NA,NA,NA,NA,0.0156921153742311,0.0135892642068009,-0.0173739143370064,0.0073070991688562,0.00982388808861875,NA,NA,0.0407750732964263,NA,0.0127033660912287,NA,0.00346969394106291,NA,0.872995008028753,0.801456224471675,0.777811476404222,-1.22139969958441
"LASSO.model7","tgr",-6.1451102681815,0.000417085267245066,0,-0.000294581279506607,0,0.00813629312600191,-0.00365312090501413,0,0,0,0.0274621321719606,0.000150258922253461,0.0123203441989498,-0.0126492121806563,0.00414002501304446,0,0,0,0.00178255592316787,0,0.0123705349105015,0.00252008458538952,0.00210402842929959,0,0.875531248881763,0.833244539158231,0.753305835254155,-1.32074856622891
"full.model8","hdlr",17.0960206542045,-0.0263754589381496,-0.0231202627881425,-0.015791248776229,0.0242574677857794,0.0279780553439576,-0.224172229966291,0.0162241064625072,-0.00101235521468665,0.221531307121678,-0.0670123120407519,-0.00816301192970452,0.00410088426907354,-0.169116227402031,-0.00141601324348146,0.00339511111781429,-0.0090984173919859,-0.256227559060414,0.000741039132755194,-0.0221462513488972,-0.000909042662707014,0.00511671839428414,0.0076309559567649,-0.0114328521870404,0.950186362756369,0.907251264755481,0.860541780134728,-3.20797955119638
"stepwise.model8","hdlr",15.1293156452633,NA,-0.015607713472008,NA,NA,NA,-0.201544546911262,NA,NA,NA,NA,NA,0.00284365473289172,-0.17261606139277,NA,NA,-0.0100857358827403,NA,NA,NA,NA,NA,0.00746618469779813,NA,0.951783113277732,0.901349072512648,0.873680187282022,-2.90440033915483
"LASSO.model8","hdlr",11.5468360803795,0,0,0,0.00182244241839978,0,-0.159451003025322,0.00682530727736289,0.000110065645941499,0,-0.00174634474369792,-0.0148047727137325,0.00194270088848663,-0.145704147263019,0,0,0,-0.0132577023843779,0,0,0,0,0,0,0.952703063619587,0.895446880269814,0.879699966556782,-2.54947001223127
"full.model9","hba1cr",-7.48403965679453,0.0570618010767605,0.00185140812673974,-0.00572707804938236,0.0504349950500757,-0.00454817479222436,0.00985511029778509,-0.00452221838440473,0.012434510394381,-0.237907245982968,0.0320207182629923,-0.0130837056563875,-7.84762634623569e-05,-0.0164531949924861,0.00387777785663223,0.000354776201371033,-0.0012011047362005,-0.156430973608136,0.0150268932925386,0.00291969557721363,0.00150648446717071,0.00656893607240241,-7.52313365398932e-05,0.0429415960635093,0.771797919565171,0.692263528060858,0.701122112211221,-0.809298654828303
"stepwise.model9","hba1cr",-7.32066318626908,0.0562198797183315,NA,NA,0.0504275838788645,NA,NA,NA,0.00857495639791038,-0.2361088548893,0.0461722433616355,-0.0140511264622176,NA,-0.00898479318268679,NA,NA,NA,-0.156978012083602,NA,NA,0.00119126566093644,0.00962020218934358,NA,0.0424256882486224,0.773073882958834,0.678340749246447,0.718811881188119,-0.755381801641414
"LASSO.model9","hba1cr",-7.39692663560567,0.0527476247819958,0,-0.00241136301875053,0.0480521911146368,-0.000514167097128854,0,0,0.00885274533380352,-0.184490911423632,0.0378640287636098,-0.00986260428963462,0,-0.0076860150814106,0.00338041396459135,0,-0.000759144404021153,-0.171209290018709,0.0021147976754713,0,0.00101469040510514,0.00623002898189932,0,0.0406021483567981,0.773599084036443,0.685373905554758,0.711485148514851,-0.776957225549566
